[2010-10-12 21:41] Running 'pacman -Sy'
[2010-10-12 21:41] synchronizing package lists
[2010-10-12 21:41] Running 'pacman -S dosfstools'
[2010-10-12 21:41] installed dosfstools (3.0.10-1)
[2010-10-19 23:15] Running 'pacman -Syyyyyu'
[2010-10-19 23:15] synchronizing package lists
[2010-10-19 23:15] starting full system upgrade
[2010-11-02 23:13] upgraded libxkbfile (1.0.6-1 -> 1.0.7-1)
[2010-11-02 23:13] upgraded libxmu (1.0.5-1 -> 1.1.0-1)
[2010-11-02 23:13] upgraded libxpm (3.5.8-1 -> 3.5.9-1)
[2010-11-02 23:13] upgraded recordproto (1.14-1 -> 1.14.1-1)
[2010-11-02 23:13] upgraded libxtst (1.1.0-1 -> 1.2.0-1)
[2010-11-02 23:13] upgraded libxv (1.0.5-1 -> 1.0.6-1)
[2010-11-02 23:13] upgraded libxxf86dga (1.1.1-1 -> 1.1.2-1)
[2010-11-02 23:13] upgraded libxxf86vm (1.1.0-1 -> 1.1.1-1)
[2010-11-02 23:13] upgraded lvm2 (2.02.74-1 -> 2.02.75-1)
[2010-11-02 23:13] upgraded python2 (2.7-2 -> 2.7-3)
[2010-11-02 23:13] upgraded mercurial (1.6.4-2 -> 1.7-1)
[2010-11-02 23:13] upgraded mlocate (0.23.1-1 -> 0.23.1-2)
[2010-11-02 23:13] upgraded mpfr (3.0.0-2 -> 3.0.0.p4-1)
[2010-11-02 23:13] upgraded pam (1.1.1-1 -> 1.1.1-2)
[2010-11-02 23:13] - The directories /usr/lib/perl5/current, /usr/lib/perl5/site_perl/current,
[2010-11-02 23:13] /usr/lib/perl5/site_perl/5.10.1, and /usr/share/perl5/site_perl/5.10.1
[2010-11-02 23:13] will be removed from @INC in a future release.
[2010-11-02 23:13] - The directory /usr/bin/perlbin/site will not be added to $PATH in a
[2010-11-02 23:13] future release.
[2010-11-02 23:13] upgraded perl (5.12.1-2 -> 5.12.1-3)
[2010-11-02 23:13] upgraded perl-xyne-common (2010.10.09.1-1 -> 2010.10.09.1-2)
[2010-11-02 23:13] upgraded perl-xyne-arch (2010.10.09.1-1 -> 2010.11.02.1-1)
[2010-11-02 23:13] upgraded php (5.3.3-2 -> 5.3.3-3)
[2010-11-02 23:13] upgraded php-pear (5.3.3-2 -> 5.3.3-3)
[2010-11-02 23:13] upgraded pidgin (2.7.4-1 -> 2.7.5-1)
[2010-11-02 23:13] upgraded postfix (2.7.1-1 -> 2.7.1-2)
[2010-11-02 23:13] upgraded redland (1.0.12-1 -> 1.0.12-2)
[2010-11-02 23:13] upgraded ruby (1.9.2_p0-3 -> 1.9.2_p0-4)
[2010-11-02 23:13] upgraded subversion (1.6.9-6 -> 1.6.9-7)
[2010-11-02 23:13] upgraded wine (1.3.5-1 -> 1.3.6-1)
[2010-11-02 23:13] upgraded xorg-server-common (1.9.0-1 -> 1.9.2-1)
[2010-11-02 23:13] upgraded xorg-server (1.9.0-1 -> 1.9.2-1)
[2010-11-03 22:31] Running 'pacman -U /tmp/yaourt-tmp-root/PKGDEST.LOc/virtualbox_bin-3.2.10-2-x86_64.pkg.tar.gz'
[2010-11-03 22:31] :: Unloading VirtualBox kernel modules [BUSY] [DONE]
[2010-11-03 22:31] :: Removing old VirtualBox netadp kernel module [BUSY] [DONE]
[2010-11-03 22:31] :: Removing old VirtualBox netflt kernel module [BUSY] [DONE]
[2010-11-03 22:31] :: Removing old VirtualBox kernel module [BUSY] [DONE]
[2010-11-03 22:31] :: Recompiling VirtualBox kernel modules [BUSY] [DONE]
[2010-11-03 22:31] :: Reloading VirtualBox kernel modules [BUSY] [DONE]
[2010-11-03 22:31]
[2010-11-03 22:31] ==> You must load vboxdrv module before starting VirtualBox:
[2010-11-03 22:31] ==> # modprobe vboxdrv
[2010-11-03 22:31] ==>
[2010-11-03 22:31] ==> You must load vboxnetflt for Host Interface Networking:
[2010-11-03 22:31] ==> # modprobe vboxnetflt
[2010-11-03 22:31] ==>
[2010-11-03 22:31] ==> You must load vboxnetadp for Host-Only networking:
[2010-11-03 22:31] ==> # modprobe vboxnetadp
[2010-11-03 22:31] ==>
[2010-11-03 22:31] ==> To load it automatically, add vboxdrv module to the "MODULES" array
[2010-11-03 22:31] ==> "/etc/rc.conf".
[2010-11-03 22:31] ==>
[2010-11-03 22:31] ==> Run `/etc/rc.d/vboxdrv setup` as root every time your kernel is
[2010-11-03 22:31] ==> upgraded, to compile the module for the new kernel version.
[2010-11-03 22:31] ==>
[2010-11-03 22:31] ==> If USB does not work for you out-of-the-box, add the following line
[2010-11-03 22:31] ==> to "/etc/fstab":
[2010-11-03 22:31] ==> "none /proc/bus/usb usbfs auto,busgid=108,busmode=0775,devgid=108,devmode=0664 0 0"
[2010-11-03 22:31]
[2010-11-03 22:31] upgraded virtualbox_bin (3.2.8-4 -> 3.2.10-2)
[2010-11-04 22:02] Running 'pacman -Syu'
[2010-11-04 22:02] synchronizing package lists
[2010-11-04 22:02] starting full system upgrade
[2010-11-04 22:13] upgraded cmake (2.8.2-3 -> 2.8.3-1)
[2010-11-04 22:13] upgraded farsight2 (0.0.21-2 -> 0.0.22-1)
[2010-11-04 22:13] warning: /etc/fstab installed as /etc/fstab.pacnew
[2010-11-04 22:13] upgraded filesystem (2010.09-1 -> 2010.10-1)
[2010-11-04 22:13] upgraded gpsd (2.95-4 -> 2.95-5)
[2010-11-04 22:13] upgraded gvfs (1.6.4-1 -> 1.6.5-2)
[2010-11-04 22:13] upgraded kdelibs (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeadmin-kcron (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded oxygen-icons (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdebase-runtime (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeadmin-ksystemlog (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeadmin-kuser (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded pyqt (4.8.0-1 -> 4.8.1-1)
[2010-11-04 22:13] upgraded kdebindings-python (4.5.2-8 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeadmin-system-config-printer-kde (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeartwork-colorschemes (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeartwork-desktopthemes (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeartwork-emoticons (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdeartwork-iconthemes (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] upgraded kdepimlibs (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:13] warning: /usr/share/config/kdm/kdmrc installed as /usr/share/config/kdm/kdmrc.pacnew
[2010-11-04 22:14] upgraded kdebase-workspace (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-libs (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeartwork-kscreensaver (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeartwork-sounds (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeartwork-styles (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeartwork-wallpapers (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeartwork-weatherwallpapers (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-lib (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-dolphin (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-kdepasswd (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-kdialog (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-kfind (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-konqueror (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-konsole (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-kwrite (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdebase-plasma (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeedu-data (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeedu-libkdeedu (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeedu-marble (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-gwenview (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-kamera (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-kcolorchooser (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-kgamma (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-kolourpaint (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-kruler (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-ksnapshot (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdegraphics-okular (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-dragonplayer (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-juk (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-kioslave (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-kmix (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-kscd (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdemultimedia-mplayerthumbs (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-filesharing (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-kdnssd (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-kget (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-kopete (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-kppp (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-krdc (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdenetwork-krfb (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-bball (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-binary-clock (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-blackboard (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-bubblemon (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-calculator (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-charselect (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-libs (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-comic (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-dict (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-eyes (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-fifteenpuzzle (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-filewatcher (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-frame (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-fuzzy-clock (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-incomingmsg (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-kdeobservatory (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-kimpanel (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-knowledgebase (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-kolourpicker (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-konqprofiles (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-konsoleprofiles (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-lancelot (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-leavenote (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-life (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-luna (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-magnifique (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-mediaplayer (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-microblog (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-news (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-notes (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-nowplaying (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-paste (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-pastebin (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-plasmaboard (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-previewer (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-qalculate (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-rememberthemilk (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-rssnow (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-showdashboard (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-showdesktop (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-social-news (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-spellcheck (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-systemloadviewer (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-timer (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-unitconverter (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-weather (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-weatherstation (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-applets-webslice (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-audioplayercontrol (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-browserhistory (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-contacts (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-converter (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-katesessions (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-konquerorsessions (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-konsolesessions (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-kopete (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-mediawiki (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-runners-spellchecker (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-wallpapers-mandelbrot (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-wallpapers-pattern (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-wallpapers-virus (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeplasma-addons-wallpapers-weather (4.5.2-1 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-ark (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kcalc (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kcharselect (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kdf (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kfloppy (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kgpg (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kremotecontrol (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-ktimer (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-kwallet (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-okteta (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-printer-applet (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-superkaramba (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded kdeutils-sweeper (4.5.2-2 -> 4.5.3-1)
[2010-11-04 22:14] upgraded libfm (0.1.14-1 -> 0.1.14-2)
[2010-11-04 22:14] upgraded pcmanfm (0.9.8-1 -> 0.9.8-2)
[2010-11-04 22:14] upgraded perl-xyne-arch (2010.11.02.1-1 -> 2010.11.05.1-1)
[2010-11-04 22:14] upgraded telepathy-glib (0.12.2-1 -> 0.12.3-1)
[2010-11-07 15:21] Running 'pacman -Syu'
[2010-11-07 15:21] synchronizing package lists
[2010-11-07 15:21] starting full system upgrade
[2010-11-07 15:24] upgraded chromium (7.0.517.43-1 -> 7.0.517.44-1)
[2010-11-07 15:24] upgraded ffmpeg (25472-1 -> 25679-1)
[2010-11-07 15:24] upgraded gdk-pixbuf2 (2.22.0-2 -> 2.22.1-1)
[2010-11-07 15:24] upgraded glew (1.5.6-1 -> 1.5.7-1)
[2010-11-07 15:24] see http://wiki.archlinux.org/index.php/Openoffice
[2010-11-07 15:24] how to use extensions, e.g. for spell checking
[2010-11-07 15:24] see /usr/lib/go-openoffice/share/extension/install what
[2010-11-07 15:24] is shipped with this package
[2010-11-07 15:24] make sure you have installed a ttf font (ttf-dejavu recommended)
[2010-11-07 15:24] upgraded go-openoffice (3.2.1.6-1 -> 3.2.1.6-2)
[2010-11-07 15:24] upgraded gpsd (2.95-5 -> 2.95-6)
[2010-11-07 15:24] upgraded lib32-gdk-pixbuf2 (2.22.0-2 -> 2.22.1-1)
[2010-11-07 15:24] upgraded man-pages (3.29-1 -> 3.30-1)
[2010-11-08 18:34] Running 'pacman -Syu'
[2010-11-08 18:34] synchronizing package lists
[2010-11-08 18:34] starting full system upgrade
[2010-11-08 18:35] upgraded mpd (0.15.13-1 -> 0.15.14-1)
[2010-11-08 18:35] upgraded openntpd (3.9p1-12 -> 3.9p1-13)
[2010-11-08 18:35] upgraded smbclient (3.5.5-1 -> 3.5.6-1)
[2010-11-08 18:35] upgraded samba (3.5.5-1 -> 3.5.6-1)
[2010-11-08 18:35] upgraded yajl (1.0.9-3 -> 1.0.11-1)
[2010-11-08 18:40] Running 'pacman -S --asdeps multilib/lib32-libxtst'
[2010-11-08 18:40] installed lib32-libxtst (1.1.0-3)
[2010-11-08 18:41] Running 'pacman -U /tmp/yaourt-tmp-mshade/PKGDEST.Exr/teamviewer-5.0.8888-6-x86_64.pkg.tar.gz'
[2010-11-08 18:41] installed teamviewer (5.0.8888-6)
[2010-11-20 20:14] Running 'pacman -Syu'
[2010-11-20 20:14] synchronizing package lists
[2010-11-20 20:14] starting full system upgrade
[2010-11-20 20:16] Running 'pacman -Syu'
[2010-11-20 20:16] synchronizing package lists
[2010-11-20 20:16] starting full system upgrade
[2010-11-20 20:16] Running 'pacman -Syu'
[2010-11-20 20:16] synchronizing package lists
[2010-11-20 20:16] starting full system upgrade
[2010-11-20 20:18] Running 'pacman -Syu'
[2010-11-20 20:18] synchronizing package lists
[2010-11-20 20:18] starting full system upgrade
[2010-11-20 20:21] upgraded tzdata (2010n-1 -> 2010o-1)
[2010-11-20 20:21] Generating locales...
[2010-11-20 20:21] en_US.UTF-8... done
[2010-11-20 20:21] en_US.ISO-8859-1... done
[2010-11-20 20:21] Generation complete.
[2010-11-20 20:21] upgraded glibc (2.12.1-3 -> 2.12.1-4)
[2010-11-20 20:21] upgraded ncurses (5.7-3 -> 5.7-4)
[2010-11-20 20:21] upgraded alsa-utils (1.0.23-2 -> 1.0.23-3)
[2010-11-20 20:21] upgraded alsaplayer (0.99.80-3 -> 0.99.81-1)
[2010-11-20 20:21] upgraded asciidoc (8.6.2-2 -> 8.6.2-4)
[2010-11-20 20:21] upgraded glib2 (2.26.0-2 -> 2.26.1-1)
[2010-11-20 20:21] upgraded nvidia-utils (260.19.12-1 -> 260.19.21-1)
[2010-11-20 20:21] upgraded inputproto (2.0-1 -> 2.0.1-1)
[2010-11-20 20:21] upgraded libxi (1.3.2-1 -> 1.4.0-1)
[2010-11-20 20:22] upgraded qt (4.7.0-4 -> 4.7.1-1)
[2010-11-20 20:22] upgraded attica (0.1.4-1 -> 0.2.0-1)
[2010-11-20 20:22] upgraded avahi (0.6.27-7 -> 0.6.28-1)
[2010-11-20 20:22] upgraded bluez (4.77-1 -> 4.79-2)
[2010-11-20 20:22] upgraded commoncpp2 (1.8.0-1 -> 1.8.1-2)
[2010-11-20 20:22] upgraded coreutils (8.6-1 -> 8.7-1)
[2010-11-20 20:22] upgraded db (5.1.19-2 -> 5.1.19-3)
[2010-11-20 20:22] upgraded openssl (1.0.0.a-3 -> 1.0.0.b-2)
[2010-11-20 20:22] upgraded heimdal (1.3.3-2 -> 1.3.3-3)
[2010-11-20 20:22] upgraded libcups (1.4.4-3 -> 1.4.5-1)
[2010-11-20 20:22] warning: /etc/cups/cupsd.conf installed as /etc/cups/cupsd.conf.pacnew
[2010-11-20 20:22] upgraded cups (1.4.4-3 -> 1.4.5-1)
[2010-11-20 20:22] upgraded dbus-glib (0.86-1 -> 0.92-1)
[2010-11-20 20:22] upgraded dhclient (4.2.0-1 -> 4.2.0.1-1)
[2010-11-20 20:22] upgraded gstreamer0.10-good (0.10.24-1 -> 0.10.25-1)
[2010-11-20 20:22] upgraded libsoup (2.32.0-1 -> 2.32.1-1)
[2010-11-20 20:22] upgraded libsoup-gnome (2.32.0-1 -> 2.32.1-1)
[2010-11-20 20:22] upgraded gstreamer0.10-good-plugins (0.10.24-1 -> 0.10.25-1)
[2010-11-20 20:22] upgraded gstreamer0.10-ugly (0.10.15-5 -> 0.10.16-1)
[2010-11-20 20:22] upgraded gstreamer0.10-ugly-plugins (0.10.15-5 -> 0.10.16-1)
[2010-11-20 20:22] upgraded gtk2 (2.22.0-5 -> 2.22.1-1)
[2010-11-20 20:22] upgraded gvfs (1.6.5-2 -> 1.6.6-1)
[2010-11-20 20:22] upgraded hedgewars (0.9.13-2 -> 0.9.14.1-1)
[2010-11-20 20:22] upgraded kdeedu-data (4.5.3-1 -> 4.5.3-2)
[2010-11-20 20:22] upgraded kdeedu-libkdeedu (4.5.3-1 -> 4.5.3-2)
[2010-11-20 20:22] upgraded kdeedu-marble (4.5.3-1 -> 4.5.3-2)
[2010-11-20 20:22] upgraded lib32-glib2 (2.26.0-1 -> 2.26.1-1)
[2010-11-20 20:22] upgraded lib32-glibc (2.12.1-7 -> 2.12.1-9)
[2010-11-20 20:22] upgraded lib32-libcups (1.4.4-5 -> 1.4.5-1)
[2010-11-20 20:22] upgraded lib32-gtk2 (2.22.0-3 -> 2.22.1-1)
[2010-11-20 20:22] upgraded lib32-libcap (2.19-3 -> 2.19-4)
[2010-11-20 20:22] upgraded lib32-nvidia-utils (260.19.12-1 -> 260.19.21-1)
[2010-11-20 20:22] upgraded pixman (0.18.4-1 -> 0.20.0-1)
[2010-11-20 20:22] upgraded lib32-pixman (0.18.4-2 -> 0.20.0-1)
[2010-11-20 20:22] upgraded lib32-qt (4.7.0-3 -> 4.7.1-1)
[2010-11-20 20:22] installed libgnome-data (2.32.0-3)
[2010-11-20 20:22] upgraded libgnome (2.32.0-1 -> 2.32.0-3)
[2010-11-20 20:22] upgraded libgphoto2 (2.4.10-1 -> 2.4.10.1-1)
[2010-11-20 20:22] upgraded libnotify (0.4.5-1 -> 0.5.2-1)
[2010-11-20 20:22] upgraded librsvg (2.32.0-2 -> 2.32.1-1)
[2010-11-20 20:22] upgraded libva (1.0.5-2 -> 1.0.6-1)
[2010-11-20 20:22] upgraded libx11 (1.3.5-1 -> 1.3.5-2)
[2010-11-20 20:22] upgraded linux-firmware (20100911-1 -> 20101108-1)
[2010-11-20 20:22] upgraded man-db (2.5.7-1 -> 2.5.9-1)
[2010-11-20 20:22] upgraded man-pages (3.30-1 -> 3.31-1)
[2010-11-20 20:22] upgraded mercurial (1.7-1 -> 1.7.1-1)
[2010-11-20 20:22] upgraded mpd (0.15.14-1 -> 0.15.15-1)
[2010-11-20 20:23] In order to use the new nvidia module, exit Xserver and unload it manually.
[2010-11-20 20:23] upgraded nvidia (260.19.12-1 -> 260.19.21-1)
[2010-11-20 20:23] upgraded orc (0.4.7-1 -> 0.4.11-1)
[2010-11-20 20:23] upgraded perl-crypt-ssleay (0.57-5 -> 0.58-1)
[2010-11-20 20:23] upgraded perl-xml-parser (2.36-7 -> 2.40-1)
[2010-11-20 20:23] warning: /etc/conf.d/privoxy installed as /etc/conf.d/privoxy.pacnew
[2010-11-20 20:23] warning: /etc/privoxy/config installed as /etc/privoxy/config.pacnew
[2010-11-20 20:23] upgraded privoxy (3.0.16-1 -> 3.0.17-1)
[2010-11-20 20:23] upgraded qtcurve-gtk2 (1.6.4-1 -> 1.7.2-1)
[2010-11-20 20:23] upgraded qtcurve-kde4 (1.6.4-1 -> 1.7.2-1)
[2010-11-20 20:23] upgraded reflector (2010.08.24.1-1 -> 2010.08.24.1-2)
[2010-11-20 20:23] upgraded smplayer (0.6.9-2 -> 0.6.9-3)
[2010-11-20 20:23] upgraded tar (1.23-3 -> 1.25-1)
[2010-11-20 20:23] upgraded telepathy-glib (0.12.3-1 -> 0.12.4-1)
[2010-11-20 20:23] upgraded usbmuxd (1.0.5-1 -> 1.0.6-1)
[2010-11-20 20:23] upgraded vlc (1.1.4.1-2 -> 1.1.5-1)
